,emotion_label,emotion_text
378,anger,When my boyfriend went aside for a calendar month long holiday without me .
379,anger,When my boyfriend went for away month a holiday long without me .
380,sadness,Last year when I worked during the Summer holidays and studied  at the same time for an examination I had to repeat; my boyfriend  went to Greece for a holiday for a month.
381,sadness,Last year when 1 work during the Summer holidays and meditate at the like meter for an scrutiny Unity had to repeat ; my boyfriend go to Greece for a holiday for a month .
382,sadness,Last year when I worked during the Summer holiday and studied at the like clock time for an test I had to replicate ; my boyfriend go to Greece for a holiday for a month .
383,sadness,When last year worked I during Summer the holidays at and studied the same time for I an examination had to repeat ; my boyfriend to went Greece a for holiday for a month .
384,disgust,When a dog is left whining outside a shop.
385,disgust,When a dog live leave whine outside a shop .
386,disgust,When a cad is left whining external a workshop .
387,disgust,When dog a is left outside a whining shop .
388,shame,When I promised to help a friend over a weekend and did not keep  the promise.
389,shame,When I promised to facilitate a quaker over a weekend and did not keep back the promise .
390,shame,When I promised to help a friend concluded a weekend and execute non save the promise .
391,shame,When to I promised a help over friend a weekend and did not the keep promise .
392,guilt,When I realized that I had three more examinations to take.
393,guilt,When I make that I had three more examination to take .
394,guilt,When I realized that Unity make three more examinations to deal .
395,guilt,When realized I I that had three more examinations take to .
396,joy,The day I was told that I had been accepted as a student of  economics.
397,joy,The day I was told that Single make been take as a student of economics .
398,joy,The daylight I be told that I had be accepted as a student of economics .
399,joy,The day I was that told I had been accepted a as student of economics .
400,fear,"While taking a short cut through the Vasa park, I was surrounded  by three people who tried to steal my money.  I was scared and  was saved only by the appearance of other people."
401,fear,"While take a little cut done the Vasa commons , I was surrounded by tercet people world health organization tried to slip my money . I was scare and was saved alone by the appearance of other people ."
402,fear,"While taking a short baseball swing through the Vasa park , I was surrounded by three mass who stress to steal my money . 1 was scared and make up saved only by the appearance of other people ."
403,fear,"While taking a cut short through the Vasa park , was surrounded I by three people who to tried my steal money . I was was and scared saved only the appearance by of other people ."
404,anger,"At a restaurant I observed how the gypsies tried to get money by  cheating the foreigners i.e non Swedish speaking.  My anger had  nothing to do with hatred against foreigners, but it was an  expression of the anger I feel when I see people being used ."
405,anger,"At a eating house I observed how the gypsies tried to get money by cheating the foreigner i . e non Swedish public speaking . My anger had nothing to manage with hatred against foreigner , but it was an expression of the wrath I feel when I see people make up used ."
406,anger,"At a eatery I observed how the gypsies test to get money by wander the foreigners i . eastward non Swedish speaking . My angriness had aught to do with hatred against foreigners , but it was an expression of the wrath I feel when I check people being used ."
407,anger,"I at restaurant a how observed the gypsies tried to get money by cheating the foreigners i . e non Swedish speaking . My nothing anger had to do with hatred foreigners against , but it was an expression the of anger I feel when I see being people used ."
408,sadness,At the begining of a new course one is afraid of encountering  problems one can not manage.  Thoughts revolve around failing  the subject and the consequences it would have for the future.
